40.44636,-104.63688,-32.0
40.449333,-104.633995,-32.503937
40.452305,-104.63111,-32.503937
40.455276,-104.628235,-32.503937
40.45825,-104.62535,-32.503937
40.46122,-104.62247,-32.0
40.46419,-104.61958,2.2677166
40.467163,-104.6167,2.2677166
40.470135,-104.61382,-10.834645
40.473106,-104.61094,-18.897638
40.476078,-104.608055,-15.874016
40.47905,-104.60517,-13.354331
40.48202,-104.602295,-9.322835
40.484993,-104.59941,-17.889763
40.487965,-104.59653,-4.7874017
40.490936,-104.59364,-7.3070865
40.493908,-104.59076,-14.362205
40.49688,-104.58788,0.7559055
40.49985,-104.585,-13.858268
40.502823,-104.582115,-14.866141
40.505795,-104.57923,-11.84252
40.508766,-104.57635,-17.385826
40.511738,-104.57347,-13.354331
40.51471,-104.57059,-19.905512
40.51768,-104.5677,-20.409449
40.520653,-104.56482,-22.425198
40.523624,-104.56194,-20.913385
40.526596,-104.55906,-24.440945
40.529568,-104.556175,-22.929134
40.53254,-104.55329,-21.417322
40.53551,-104.55041,-20.409449
40.538483,-104.54753,-16.88189
40.541454,-104.54465,-16.88189
40.544426,-104.54176,-17.889763
40.547398,-104.53888,-22.425198
40.55037,-104.535995,-23.433071
40.55334,-104.53312,-24.440945
40.556313,-104.530235,-21.921259
40.559284,-104.52735,-26.96063
40.562252,-104.52447,-25.448818
40.565224,-104.52159,-22.929134
40.568195,-104.51871,-23.433071
40.571167,-104.51582,-21.417322
40.57414,-104.51294,-20.913385
40.57711,-104.510056,-24.440945
40.580082,-104.50718,-24.440945
40.583054,-104.504295,-24.440945
40.586025,-104.50141,-20.913385
40.588997,-104.49853,-18.393702
40.59197,-104.49564,-17.385826
40.59494,-104.49277,-17.889763
40.59791,-104.48988,-19.401575
40.600883,-104.487,-16.88189
40.603855,-104.484116,-8.3149605
40.606827,-104.48124,-10.3307085
40.6098,-104.478355,-12.850393
40.61277,-104.47547,-15.874016
40.61574,-104.47259,-13.354331
40.618713,-104.4697,-20.913385
40.621685,-104.46683,-18.897638
40.624657,-104.46394,-17.889763
40.62763,-104.46106,-18.897638
40.6306,-104.458176,-20.913385
40.63357,-104.45529,-14.362205
40.636543,-104.452415,-7.3070865
