40.44636,-104.63688,-32.0
40.445793,-104.63278,-32.503937
40.445225,-104.62868,-32.503937
40.444656,-104.62458,-32.503937
40.444088,-104.620476,-32.503937
40.44352,-104.61638,-32.0
40.44295,-104.612274,-14.866141
40.442383,-104.60818,-11.338583
40.441814,-104.60407,-3.7795277
40.441246,-104.599976,-1.2598425
40.440678,-104.59587,-11.338583
40.44011,-104.591774,-14.362205
40.439537,-104.58767,-13.858268
40.43897,-104.58357,-11.338583
40.4384,-104.57947,-18.897638
40.43783,-104.57537,-15.370079
40.437263,-104.571266,-17.385826
40.436695,-104.56717,-20.409449
40.436127,-104.56307,-22.425198
40.43556,-104.55897,-16.377953
40.43499,-104.55487,12.850393
40.43442,-104.550766,9.322835
40.433853,-104.54667,-14.866141
40.433285,-104.542564,-19.905512
40.432716,-104.53847,-22.425198
40.432148,-104.53436,-22.929134
40.43158,-104.530266,-19.401575
40.43101,-104.52616,-18.897638
40.430443,-104.522064,-19.905512
40.429874,-104.51796,-19.401575
40.429306,-104.51386,-19.401575
40.428738,-104.50976,-16.377953
40.42817,-104.50566,-20.409449
40.4276,-104.50156,-26.96063
40.427032,-104.49746,-21.921259
40.426464,-104.49336,-19.905512
40.42589,-104.48926,-18.897638
40.425323,-104.48516,-17.385826
40.424755,-104.48106,-24.944881
40.424187,-104.47696,-23.433071
40.42362,-104.472855,-27.968504
40.42305,-104.46876,-32.0
40.42248,-104.46465,-14.362205
40.421913,-104.460556,-25.952755
40.421345,-104.45645,-29.480314
40.420776,-104.452354,-32.503937
40.420208,-104.44825,-25.448818
40.41964,-104.44415,-23.937008
40.41907,-104.44005,-25.952755
40.418503,-104.43595,-31.496063
40.417934,-104.43185,-24.440945
40.417366,-104.42775,-27.464567
40.416798,-104.42365,-26.96063
40.41623,-104.41955,-23.937008
40.41566,-104.41545,-21.921259
40.415092,-104.41135,8.818897
40.414524,-104.40725,-4.7874017
40.413956,-104.403145,-23.937008
40.413387,-104.39905,-27.968504
40.41282,-104.39494,-24.944881
40.412247,-104.39085,-19.905512
40.41168,-104.38674,-22.929134
40.41111,-104.382645,-23.937008
40.41054,-104.37854,-24.440945
40.409973,-104.37444,-23.433071
40.409405,-104.37034,-21.921259
40.408836,-104.36624,-11.84252
40.408268,-104.36214,0.2519685
40.4077,-104.35804,-9.826772
40.40713,-104.35394,-19.401575
40.406563,-104.34984,-27.968504
40.405994,-104.34574,-32.503937
40.405426,-104.34164,-23.433071
40.404858,-104.33754,-24.440945
40.40429,-104.333435,-25.448818
40.40372,-104.32934,-25.448818
40.403152,-104.32523,-25.448818
40.402584,-104.32114,-23.937008
40.402016,-104.31703,-24.440945
40.401447,-104.312935,-23.937008
40.40088,-104.30883,-23.937008
40.40031,-104.30473,-25.448818
40.399742,-104.30063,-26.96063
40.399174,-104.29653,-22.929134
40.3986,-104.29243,-21.417322
40.398033,-104.28833,-18.897638
40.397465,-104.28423,-22.929134
40.396896,-104.28013,-22.929134
40.396328,-104.27603,-22.929134
40.39576,-104.27193,-21.921259
40.39519,-104.26783,-25.952755
40.394623,-104.263725,-23.937008
40.394054,-104.25963,-21.921259
40.393486,-104.25552,-28.47244
40.392918,-104.25143,-23.433071
40.39235,-104.24732,-21.417322
40.39178,-104.243225,-23.937008
40.391212,-104.23912,-18.897638
40.390644,-104.23502,-16.377953
40.390076,-104.23092,-16.88189
40.389507,-104.22682,-19.905512
40.38894,-104.22272,-21.417322
40.38837,-104.21862,-30.48819
40.387802,-104.21452,-20.409449
40.387234,-104.21042,-32.503937
40.386665,-104.20632,-23.433071
40.386097,-104.20222,-32.503937
40.38553,-104.19812,-32.0
40.384956,-104.194016,-32.503937
40.384388,-104.18992,-21.417322
40.38382,-104.185814,-22.929134
40.38325,-104.18172,-28.976377
40.382683,-104.17761,-22.929134
40.382114,-104.173515,-32.503937
40.381546,-104.16941,-19.905512
40.380978,-104.16531,-23.937008
40.38041,-104.16121,-21.417322
40.37984,-104.15711,-22.425198
40.379272,-104.15301,-32.503937
40.378704,-104.14891,-23.433071
40.378136,-104.14481,-32.503937
40.377567,-104.14071,-32.503937
40.377,-104.13661,-25.952755
40.37643,-104.13251,-32.0
40.375862,-104.12841,-25.448818
40.375294,-104.124306,-32.503937
40.374725,-104.12021,-20.409449
40.374157,-104.116104,-32.503937
40.37359,-104.11201,-20.913385
40.37302,-104.1079,-20.409449
40.37245,-104.103806,-20.913385
40.371883,-104.0997,-17.889763
40.37131,-104.095604,-25.952755
40.370743,-104.0915,-20.409449
40.370174,-104.0874,-18.897638
40.369606,-104.0833,-18.897638
40.369038,-104.0792,-20.913385
40.36847,-104.0751,-19.905512
40.3679,-104.071,-25.448818
40.367332,-104.0669,-17.385826
40.366764,-104.0628,-18.393702
40.366196,-104.0587,-18.393702
40.365627,-104.054596,-16.88189
40.36506,-104.0505,-23.433071
40.36449,-104.046394,-17.889763
40.363922,-104.0423,-20.913385
40.363354,-104.03819,-18.393702
40.362785,-104.034096,-32.503937
40.362217,-104.02999,-32.503937
40.36165,-104.025894,-22.425198
40.36108,-104.02179,-20.409449
40.36051,-104.01769,-18.897638
40.359943,-104.01359,-32.503937
40.359375,-104.00949,-17.889763
40.358807,-104.005394,-22.929134
40.35824,-104.00129,-20.409449
40.357666,-103.99719,-18.393702
40.357098,-103.99309,-32.0
40.35653,-103.98899,-22.425198
40.35596,-103.984886,-27.464567
40.355392,-103.98079,-19.905512
40.354824,-103.976685,-32.503937
40.354256,-103.97259,-18.897638
40.353687,-103.96848,-17.385826
40.35312,-103.964386,-19.905512
40.35255,-103.96028,-32.503937
40.351982,-103.956184,-18.393702
40.351414,-103.95208,-15.370079
40.350845,-103.94798,-32.503937
40.350277,-103.94388,-16.377953
40.34971,-103.93978,-18.897638
40.34914,-103.935684,-18.393702
40.34857,-103.93158,-21.417322
40.348003,-103.92748,-17.385826
40.347435,-103.92338,-15.370079
40.346867,-103.91928,-19.905512
40.3463,-103.91518,-20.409449
40.34573,-103.91108,-20.409449
40.34516,-103.906975,-14.866141
40.344593,-103.90288,-20.409449
40.34402,-103.89877,-19.401575
40.343452,-103.89468,-19.401575
40.342884,-103.89057,-18.897638
40.342316,-103.886475,-15.874016
40.341747,-103.88237,-17.385826
40.34118,-103.87827,-20.409449
40.34061,-103.87417,-25.952755
40.340042,-103.87007,-16.377953
40.339474,-103.865974,-16.88189
40.338905,-103.86187,-14.866141
40.338337,-103.85777,-17.385826
40.33777,-103.85367,-20.409449
40.3372,-103.84957,-32.0
40.33663,-103.84547,-23.433071
40.336063,-103.84137,-32.503937
40.335495,-103.837265,-17.889763
40.334927,-103.83317,-18.393702
40.33436,-103.82906,-16.377953
40.33379,-103.82497,-16.377953
40.33322,-103.82086,-15.370079
40.332653,-103.816765,-21.921259
40.332085,-103.81266,-19.905512
40.331516,-103.80856,-18.897638
40.330948,-103.80446,-15.874016
40.330376,-103.80036,-14.866141
40.329807,-103.796265,-15.370079
40.32924,-103.79216,-18.393702
40.32867,-103.78806,-19.401575
40.328102,-103.78396,-19.401575
